GRUPO,FAMILIA,ESP,ESPECIE,AUTOR,NOMBREE,NOMBREI,A,B,LINF,K,T0,MED,INCREM,NODC,GT,APHIA
5,Phyllodocidae,90,Phyllodoce groenlandica,"Írsted, 1842",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,STERNASPIDAE,92,Sternaspsis scutata,"(Renier, 1807)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SIGALIONIDAE,93,Sthenolepis yhleni,"(Malmgrem, 1867)",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,NEPHTYIDAE,94,Nephtys sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Sertulariidae,95,Abietinaria abietina,"(Linnaeus, 1758)",Pluma,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Syllidae,96,Syllis parapari,"San MartÝn & L¾pez, 2000",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,GOLFINGIIDAE,97,Golfingia vulgaris,"De Blainville,",Sipunculido,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Oenonidae,98,Arabella iricolor,"(Montagu, 1804)",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SERPULIDAE,99,Hydroides norvegica,"Gunnerus, 1768",Gusana de flor,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,NEREIDAE,101,Nereis sp.,,Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Nephthyidae,102,Nephtys incisa,"Malmgren, 1865",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,ORBINIIDAE,103,Orbinia cuvieri,(Audouin y Milne-Edw 1833,Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Trichobranchidae,104,Terebellides stroemi,"Sars, 1835",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Capitellidae,105,Notomastus profundus,,Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,MALDANIDAE,106,Euclymene sp,,Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Nephthyidae,107,Nephtys hombergi,"Savigny in Lamarck, 1818",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Phyllodocidae,110,Eteone barbata,,Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,PTEROEIDIDAE,113,Pteroeides sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Nereididae,114,Eunereis longissima,"(Johnston, 1840)",Gusana,Worm,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Epizoanthidae,115,Epizoanthus incrustatus,"(D³ben & Koren, 1847)",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,MALDANIDAE,117,Clymene sp,,Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,DENDROCERATIDA,118,Spongionella pulchella,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Nephthyidae,119,Nephtys cirrosa,,Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Ampharetidae,120,Amphicteis gunneri,"(M. Sars, 1835)",Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Sertulariidae,121,Amphisbetia operculata,,Hidroideo,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Plumulariidae,122,Polyplumaria flabellata,"G.O. Sars, 1874",Pluma de mar,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,AXINELLIDAE,123,Dragmacidon egregium,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,MYXILLIDAE,124,Myxilla rosacea,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Sertulariidae,125,Diphasia alata,,Hidroideo,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,NEREIDAE,126,Nereis fucata,,Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,POLYNOIDAE,128,Polynoidae,,Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,AXINELLIDAE,129,Axinella sp,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Actiniidae,130,Actinia cari,"Delle Chiaje, 1825",Actinia,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Aglaopheniidae,131,Aglaophenia tubulifera,,Pluma,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,MYCALIIDAE,132,Mycale lingua,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,SPONGIIDAE,134,Spongia officinalis,,Esponja común,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Plumulariidae,135,Plumularia setacea,,Pluma,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Sigalionidae,136,Sthenelais limicola,,Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Hydractiniidae,137,Hydractinia echinata,,Actinia,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,HORMATHIIDAE,138,Calliactis sp.,"Verrill,1869",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,HORMATHIIDAE,139,Hormathiidae,"Gosse, 1859",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Polynoidae,140,Harmothoe extenuata,"(Grube, 1840)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,DESMACIDONIDAE,141,Desmacidon fruticosum,"(Montagu, 1818)",Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Phyllodocidae,142,Phyllodoce laminosa,"Lamarck, 1818",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,MALDANIDAE,143,Petaloproctus sp,,Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,KRAUSSINIDAE,145,Megerlia truncata,"(Linnaeus, 1767)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,TEREBELLIDAE,146,Lanice conchylega,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,GOLFINGIIDAE,147,Phascolion strombi,"(Montagu, 1804)",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,SPIONIDAE,148,Spionidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,POLYNOIDAE,149,Acholoe squamosa,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Alcyoniidae,151,Alcyonium palmatum,"Pallas, 1766",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Sabellidae,165,Sabella pavonina,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,Cerianthidae,166,Cerianthus lloydi,"Gosse, 1859",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,,170,Nemertea,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,SIGALIONIDAE,172,Sigalionidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,AMPHARETIDAE,175,Ampharetidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,TEREBELLIDAE,178,Terebellidae,"Johnston,1846",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,GLYCERIDAE,180,Glycera sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,EUNICIDAE,181,Eunicidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,BRANCHIOSTOMIDAE,182,Branchiostoma lanceolatus,"(Pallas, 1774)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,8500010301,0,
5,TEREBELLIDAE,183,Pista sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Sabellariidae,184,Sabellaria spinulosa,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Serpulidae,185,Spirobranchus triqueter,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,LUMBRINERIDAE,186,Lumbrineris sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,MALDANIDAE,187,Maldanidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Alcyoniidae,188,Alcyonium glomeratum,"(Hassall, 1843)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,LINEIDAE,189,Cerebratulus sp.,,Gusano cinta,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Opheliidae,190,Ophelia bicornis,,Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,AXINELLIDAE,191,Adreus fascicularis,"(Bowerbank, 1866)",Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Phoxichilidiidae,192,Anoplodactylus petiolatus,,Araña de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SIPUNCULIDAE,193,Sipunculus nudus,Linneo,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,194,Platyhelminthes,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,204,Holaxonia,,Gorgonia,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,ALCYONIIDAE,205,Parerythropodium coralloides,"(Pallas, 1766)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,207,Hymedesmia paupertas,,Esponja azul tapizan,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,209,Bolocera sp.,,Anémona naranja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,HORMATHIIDAE,210,Phelliactis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Pheronematidae,211,Pheronema carpenteri,"Thomson, 1869",Esponja copa,Sponge,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Isididae,212,Acanella arbuscula,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Virgulariidae,213,Virgularia mirabilis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Stylocordylidae,215,Stylocordyla borealis,,Esponja pedunculada,Sponge,0.000000,0.000000,0.00,0.00,0.00,2,1,,2,
5,LITHISTIDA,218,Heteroscleromorpha,,Esponja dura,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,219,Bubaris vermiculata,,Esponja plana arenos,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Rossellidae,220,Asconema setubalense,"Kent, 1870",Esponja de copa,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,PHYLLODOCIDAE,223,Phyllodocidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,CARYOPHYLLIDAE,224,Deltocyathus sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Tubulanidae,225,Tubulanus annulatus,"(Montagu, 1804)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SIPUNCULIDAE,226,Sipunculus norvegicus,"Danielssen, 1869",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,HESIONIDAE,227,Hesionidae,"Grube,1850",Gusano,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,FLABELLIGERIDAE,228,Flabelligeridae,"Saint-Joseph,1894",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,CARYOPHYLLIDAE,229,Balanophyllia sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,ANCORINIDAE,230,Ancorinidae,"Schmidt, 1870",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SYLLIDAE,232,Syllis sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,PHAKELIDAE,235,Phakellia sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,GEODIDAE,238,Geodidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Geodiidae,242,Geodia megastrella,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,245,Anthozoa,,Antozoo,anthozoans,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,246,Haplosclerida,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,ONUPHIDAE,247,Hyalinoecia bremmentii,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Pennatulidae,248,Pennatula phosphorea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Dendrophylliidae,249,Dendrophyllia cornigera,"(Lamarck, 1816)",Coral amarillo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,APHRODITIDAE,252,Aphroditidae,"Malmgren,1867",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
5,,253,Cerianthus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,PARAZOANTHIDAE,254,Parazoanthus sp.,"Haddon&Shackleton,1891",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,255,Pennatulacea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,256,Thenea muricata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,257,Swiftia pallida,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,258,Virgularidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,259,Eunicella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,260,Isidella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,58,Protula tubularia,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Pennatulidae,265,Pteroeides spinosum,"(Ellis, 1764)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,ALCYONIIDAE,270,Anthomastus grandiflorus,"Verrill, 1878",Coral blando,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Euplectellidae,271,Regadrella phoenix,,Esponja de cristal,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,PRIMNOIDAE,272,Primnoa resedaeformis,"(Gunnerus, 1763)",Gorgonia,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Aphrocallistidae,273,Aphrocallistes beatrix,"Gray , 1858",Esponja de cristal,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,FLABELLIDAE,274,Flabellum sp.,,Coral solitario,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Podospongiidae,275,Podospongia loveni,"Barboza du Bocage, 1869",Esponja pedunculada,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Dendrophylliidae,279,Eguchipsammia cornucopia,"(PourtalÞs, 1871)",Coral solitario,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,276,Pycnogonida,,Araña de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,OWENIIDAE,277,Myriochele sp.,,Gusano tubícola,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Dallinidae,278,Dallina septigera,"(LovÚn, 1845)",Braquiópodo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,POLYMASTIIDAE,280,Polymastia sp.,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,POLYMASTIIDAE,281,Tentorium sp.,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,282,Poecilosclerida,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,283,Tetractinellida,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,HAMACANTHIDAE,284,Hamacantha sp.,,Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,285,Bryozoa,,Briozoo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SALPIDAE,286,Soestia zonaria,"(Pallas, 1774)",Salpa,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Axinellidae,287,Phakellia robusta,"Bowerbank, 1866",Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,PECTINARIIDAE,288,Pectinaria sp.,,Gusano tubícola,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Tetillidae,291,Craniella cranium,"(M³ller, 1776)",Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,292,Iasis zonaria,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,293,Veretillum sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Caryophylliidae,294,Lophelia pertusa,"(Linnaeus, 1758)",Coral,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,295,Antipatharia,,coral negro,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,296,Scleractinia,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,PORIFERA,298,Hexactinellida,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,301,Aponuphis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,302,Echiurida,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,ACANTHOGORGIIDAE,303,Acanthogorgia sp.,"Gray,1857",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,305,Primnoidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,306,Metridium senile,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,307,Madrepora oculata,,coral,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,308,Desmophyllum dianthus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,309,Caryophyllia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,310,Eunice norvegica,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,311,Leodice torquata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,312,Oenonidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,313,Vermiliopsis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,314,Nausithoe,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,315,Syllidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,316,Solenogastres,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,317,Leiopathes sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SCHIZOPATHIDAE,318,Parantipathes sp.,"Brook,1889",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,321,Amphinomidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,324,Golfingia iniqua,"(Sluiter, 1912)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,PENNATULACEA,325,Umbellula sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,327,Flabellum chuni,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Deltocyathidae,328,Deltocyathus eccentricus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Deltocyathidae,329,Deltocyathus moseleyi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,330,Pachastrellidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,331,Leiodermatium,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,332,Erylus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,333,Swiftia rosea,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,334,Flabellum (Ulocyathus) alabastrum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,336,Coral muerto,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,339,Spirophorida,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,340,Hadromerida sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,345,Tunicata,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,346,Ctenophora,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,347,Nematoda,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,349,Mergelia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,350,Stylasteridae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,351,Podospongia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,352,Kophobelemnon stelliferum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,RESIDUOS SOLIDOS,1,Cristal,,,Glass,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,2,Goma,,,Rubber,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,3,Madera,,,Wood,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,4,Metal,,,Metal,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,5,Papel,,,Paper,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,6,Plástico,,,Plastic,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,7,Ropa,,,Clothing,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,8,Tejidos,,,Fabric,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,9,Otros residuos,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,10,Nasa,,,Lobster pot,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,REDES Y APAREJOS,11,Red,,Red,Unidentified nets,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,12,Carbòn + escoria,,,Coal + Slag,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,13,Cerámica,,,Pottery,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,RESIDUOS SOLIDOS,14,Foam,,,Foam,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,REDES Y APAREJOS,15,Cabos,,Cabos,Rope,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,REDES Y APAREJOS,16,Palangre,,Palangre,Longline hooks,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,REDES Y APAREJOS,17,Red arrastre,,Red de arrastre,Trawl net,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,REDES Y APAREJOS,18,Red de enmalle,,Red de enmalle,Gill net,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,REDES Y APAREJOS,19,Red de cerco,,Red de cerco,Purse seine net,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,ORGANIDAE,20,Cebolla,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
6,,21,Fibra de vidrio,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,SQUINADAE,23,Rodillo pintor esquinado rodapies,Tapies,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,RESIDUOS SOLIDOS,60,Basura sin determinar,,,Unidentified waste,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,GUESIDAE,61,Huesos (animales o humanos),,guesos,bones,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,PRESTIGIDAE,62,Fuel denso,,Chapapote sumergido,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,PRESTIGIDAE,63,Fuel ligero,,Chapapote flotante,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,RESIDUOS SOLIDOS,666,RESIDUOS SOLIDOS,,Total residuos,Debris,0.000000,0.000000,0.00,0.00,0.00,2,1,,24,
6,,24,Hormigon,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
6,BOYIDAE,22,Boya,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
6,,25,Cable detonante,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,326,Golfingia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Benthesicymidae,273,Benthesicymus bartletti,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
1,MELANOSTOMIDAE,382,Stomiidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125604
1,,383,Ammodytes marinus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126751
2,Sergestidae,274,Parasergestes armatus,"(Kr°yer, 1855)",,,0.000000,0.000000,0.00,0.00,0.00,1,2,,0,
2,Benthesicymidae,275,Gennadas valens,"(Smith, 1884)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,148,Stichopus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,385,Tetronarce nobiliana,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,321911
1,,386,Symphodus roissali,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,273573
1,,387,Benthosema glaciale,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126580
2,POLYBIIDAE,276,Liocarcinus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,388,Protomyctophum arcticum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,158917
1,,389,Diaphus metopoclampus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126594
1,LIPARIDAE,390,Paraliparis hystrix,"Merrett, 1983",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127226
1,HOWELLIDAE,918,Howella brodiei,"Ogilby, 1899",,,0.000000,0.000000,0.00,0.00,0.00,1,1,8835181301,0,126994
1,Lotidae,919,Gaidropsarus biscayensis,"(Collett, 1890)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126452
1,Myctophidae,920,Lampanyctus photonotus,"Parr, 1928",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126618
2,PANDALIDAE,300,Pandalidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,GALATHEIDAE,301,Galatheidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,602,Histiotheutis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,603,Buccinum undatum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Solenoceridae,277,Metapenaeus affinis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,Rajidae,924,Rajella kukujevi,"(Dolganov, 1985)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105895
2,Galatheidae,280,Galathea machadoi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Munidopsidae,279,Munidopsis acutispina,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,AEGIDAE,282,Aegiochus ventrosa,"(M.Sars, 1859)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,ACANTHEPHYRIDAE,283,Acanthephyra sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,CYPRIDINIDAE,281,Gigantocypris muelleri,"Skogsberg, 1920",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Uristidae,284,Ichnopus spinicornis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
